[]
[('かがやくリザードン', 'K', '炎', '015/172', 'S12a')]
[('ポケモンエンタープライズ', 'CP', 'サポート', '099/093', 'EBB')]
[('ツボツボ*ミラー', 'CP', '草', '001/093', 'EBB-M')]
[('ツタージャ:ミラー', 'CP', '草', '002/093', 'EBB-M')]
[('ジャノビー*ミラー', 'CP', '草', '003/093', 'EBB-M')]
[('ジャローダ:ミラー', 'CP', '草', '004/093', 'EBB-M')]
[('クルミル*ミラー', 'CP', '草', '005/093', 'EBB-M')]
[('クルマユ*ミラー', 'CP', '草', '006/093', 'EBB-M')]
[('ハハコモリ*ミラー', 'CP', '草', '007/093', 'EBB-M')]
[('ビリジオン*ミラー', 'CP', '草', '008/093', 'EBB-M')]
[('ヒトカゲ:ミラー', 'CP', '炎', '009/093', 'EBB-M')]
[('リザード*ミラー', 'CP', '炎', '010/093', 'EBB-M')]
[('リザードン*ミラー', 'CP', '炎', '011/093', 'EBB-M')]
[('ロコン*ミラー', 'CP', '炎', '012/093', 'EBB-M')]
[('キュウコン*ミラー', 'CP', '炎', '013/093', 'EBB-M')]
[('ファイヤー:ミラー', 'CP', '炎', '014/093', 'EBB-M')]
[('ビクティニ:ミラー', 'CP', '炎', '015/093', 'EBB-M')]
[('ポカブ*ミラー', 'CP', '炎', '017/093', 'EBB-M')]
[('チャオブー:ミラー', 'CP', '炎', '018/093', 'EBB-M')]
[('エンブオー*ミラー', 'CP', '炎', '019/093', 'EBB-M')]
[('レシラム*ミラー', 'CP', '炎', '020/093', 'EBB-M')]
[('コイキング*ミラー', 'CP', '水', '022/093', 'EBB-M')]
[('ギャラドス*ミラー', 'CP', '水', '023/093', 'EBB-M')]
[('フリーザー:ミラー', 'CP', '水', '024/093', 'EBB-M')]
[('ポッチャマ*ミラー', 'CP', '水', '025/093', 'EBB-M')]
[('ポッタイシ*ミラー', 'CP', '水', '026/093', 'EBB-M')]
[('エンペルト:ミラー', 'CP', '水', '027/093', 'EBB-M')]
[('フィオネ:ミラー', 'CP', '水', '028/093', 'EBB-M')]
[('ミジュマル:ミラー', 'CP', '水', '029/093', 'EBB-M')]
[('フタチマル*ミラー', 'CP', '水', '030/093', 'EBB-M')]
[('ダイケンキ*ミラー', 'CP', '水', '031/093', 'EBB-M')]
[('オタマロ*ミラー', 'CP', '水', '032/093', 'EBB-M')]
[('ガマガル*ミラー', 'CP', '水', '033/093', 'EBB-M')]
[('ガマゲロゲ*ミラー', 'CP', '水', '034/093', 'EBB-M')]
[('キュレム*ミラー', 'CP', '水', '035/093', 'EBB-M')]
[('サンダー*ミラー', 'CP', '雷', '038/093', 'EBB-M')]
[('プラスル*ミラー', 'CP', '雷', '039/093', 'EBB-M')]
[('マイナン:ミラー', 'CP', '雷', '040/093', 'EBB-M')]
[('エモンガ*ミラー', 'CP', '雷', '041/093', 'EBB-M')]
[('ボルトロス*ミラー', 'CP', '雷', '042/093', 'EBB-M')]
[('ゼクロム*ミラー', 'CP', '雷', '043/093', 'EBB-M')]
[('ネイティ*ミラー', 'CP', '超', '046/093', 'EBB-M')]
[('ネイティオ*ミラー', 'CP', '超', '047/093', 'EBB-M')]
[('ラルトス*ミラー', 'CP', '超', '048/093', 'EBB-M')]
[('キルリア:ミラー', 'CP', '超', '049/093', 'EBB-M')]
[('グレッグル*ミラー', 'CP', '超', '050/093', 'EBB-M')]
[('ドクロッグ*ミラー', 'CP', '超', '051/093', 'EBB-M')]
[('シンボラー*ミラー', 'CP', '超', '052/093', 'EBB-M')]
[('ヤブクロン*ミラー', 'CP', '超', '053/093', 'EBB-M')]
[('ダストダス*ミラー', 'CP', '超', '054/093', 'EBB-M')]
[('ゴチム*ミラー', 'CP', '超', '055/093', 'EBB-M')]
[('ゴチミル*ミラー', 'CP', '超', '056/093', 'EBB-M')]
[('ゴチルゼル*ミラー', 'CP', '超', '057/093', 'EBB-M')]
[('ユニラン*ミラー', 'CP', '超', '058/093', 'EBB-M')]
[('ダブラン*ミラー', 'CP', '超', '059/093', 'EBB-M')]
[('ランクルス*ミラー', 'CP', '超', '060/093', 'EBB-M')]
[('メロエッタ*ミラー', 'CP', '超', '062/093', 'EBB-M')]
[('リオル*ミラー', 'CP', '闘', '063/093', 'EBB-M')]
[('ルカリオ*ミラー', 'CP', '闘', '064/093', 'EBB-M')]
[('エルレイド*ミラー', 'CP', '闘', '065/093', 'EBB-M')]
[('マッギョ*ミラー', 'CP', '闘', '067/093', 'EBB-M')]
[('テラキオン*ミラー', 'CP', '闘', '068/093', 'EBB-M')]
[('ランドロス:ミラー', 'CP', '闘', '069/093', 'EBB-M')]
[('メロエッタ*ミラー', 'CP', '闘', '070/093', 'EBB-M')]
[('ミカルゲ*ミラー', 'CP', '悪', '071/093', 'EBB-M')]
[('ゾロア*ミラー', 'CP', '悪', '073/093', 'EBB-M')]
[('ゾロアーク*ミラー', 'CP', '悪', '074/093', 'EBB-M')]
[('コバルオン*ミラー', 'CP', '鋼', '075/093', 'EBB-M')]
[('チルタリス*ミラー', 'CP', 'ドラゴン', '076/093', 'EBB-M')]
[('レックウザ*ミラー', 'CP', 'ドラゴン', '077/093', 'EBB-M')]
[('フカマル*ミラー', 'CP', 'ドラゴン', '078/093', 'EBB-M')]
[('ガバイト*ミラー', 'CP', 'ドラゴン', '079/093', 'EBB-M')]
[('ガブリアス*ミラー', 'CP', 'ドラゴン', '080/093', 'EBB-M')]
[('モノズ*ミラー', 'CP', 'ドラゴン', '081/093', 'EBB-M')]
[('ジヘッド*ミラー', 'CP', 'ドラゴン', '082/093', 'EBB-M')]
[('サザンドラ:ミラー', 'CP', 'ドラゴン', '083/093', 'EBB-M')]
[('チルット*ミラー', 'CP', '無', '087/093', 'EBB-M')]
[('チラーミィ*ミラー', 'CP', '無', '088/093', 'EBB-M')]
[('チラチーノ*ミラー', 'CP', '無', '089/093', 'EBB-M')]
[('クリムガン*ミラー', 'CP', '無', '090/093', 'EBB-M')]
[('バッフロン*ミラー', 'CP', '無', '091/093', 'EBB-M')]
[('トルネロス*ミラー', 'CP', '無', '092/093', 'EBB-M')]
[('アララギパパ:ミラー', 'CP', 'サポート', '093/093', 'EBB-M')]
[('イマクニ？*ミラー', 'CP', 'サポート', '096/093', 'EBB-M')]
[('ポケモンエンタープライズ:ミラー', 'CP', 'サポート', '097/093', 'EBB-M')]
[('ポケモンエンタープライズ:ミラー', 'CP', 'サポート', '098/093', 'EBB-M')]
[('ポケモンエンタープライズ:ミラー', 'CP', 'サポート', '099/093', 'EBB-M')]
[('レシラム', 'SR', '炎', '094/093', 'EBB')]
[('ゼクロム', 'SR', '雷', '095/093', 'EBB')]
[('ダイケンキ:キラ', 'D', '水', '013/037', 'HS')]
[('ママンボウ', 'D', '水', '016/037', 'HS')]
[('ヨーテリー', 'D', '無', '027/037', 'HS')]
[('エネルギーつけかえ', 'D', 'グッズ', '032/037', 'HS')]
[('きずぐすり:ミジュマル', 'D', 'グッズ', '033/037', 'HS')]
[('ポケモンいれかえ:ミジュマル', 'D', 'グッズ', '035/037', 'HS')]
[('基本水エネルギー:ミジュマル', 'D', '基本エネルギー', '-', 'HS')]
[('基本超エネルギー:ミジュマル', 'D', '基本エネルギー', '-', 'HS')]
[('ミジュマル:キラ', 'D', '水', '011/037', 'HS')]
[('エンブオー:キラ', 'D', '炎', '008/037', 'HS')]
[('タブンネ', 'D', '無', '028/037', 'HS')]
[('エネルギー回収', 'D', 'グッズ', '031/037', 'HS')]
[('ポケモンいれかえ:ポカブ', 'D', 'グッズ', '035/037', 'HS')]
[('基本炎エネルギー:ポカブ6', 'D', '基本エネルギー', '-', 'HS')]
[('基本雷エネルギー:ポカブ', 'D', '基本エネルギー', '-', 'HS')]
[('ポカブ:キラ', 'D', '炎', '006/037', 'HS')]
[('ジャローダ:キラ', 'D', '草', '003/037', 'HS')]
[('チラーミィ', 'D', '無', '029/037', 'HS')]
[('きずぐすり:ツタージャ', 'D', 'グッズ', '033/037', 'HS')]
[('ポケモンいれかえ:ツタージャ', 'D', 'グッズ', '035/037', 'HS')]
[('基本草エネルギー:ツタージャ', 'D', '基本エネルギー', '-', 'HS')]
[('基本闘エネルギー:ツタージャ', 'D', '基本エネルギー', '-', 'HS')]
[('ツタージャ:キラ', 'D', '草', '001/037', 'HS')]
[('ダイケンキ', 'D', '水', '013/034', 'HSP')]
[('ヨーテリー', 'D', '無', '026/034', 'HSP')]
[('エネルギーつけかえ', 'D', 'グッズ', '029/034', 'HSP')]
[('きずぐすり*ミジュマルHSP', 'D', 'グッズ', '030/034', 'HSP')]
[('ポケモンいれかえ:ミジュマルHSP', 'D', 'グッズ', '032/034', 'HSP')]
[('エンブオー*フレアドライブ', 'D', '炎', '008/034', 'HSP')]
[('エネルギー回収', 'D', 'グッズ', '028/034', 'HSP')]
[('きずぐすり*ポカブHSP', 'D', 'グッズ', '030/034', 'HSP')]
[('ポケモンいれかえ*ポカブHSP', 'D', 'グッズ', '032/034', 'HSP')]
[('ジャローダ', 'D', '草', '003/034', 'HSP')]
[('ポケモンいれかえ:ツタージャHSP', 'D', 'グッズ', '032/034', 'HSP')]
[('ダイケンキ', 'D', '水', '011/034', 'HSZ')]
[('ピカチュウ', 'D', '雷', '013/034', 'HSZ')]
[('ポケモンいれかえ:ミジュマルHSZ', 'D', 'グッズ', '032/034', 'HSZ')]
[('基本水エネルギー*ミジュマルHSZ', 'D', '基本エネルギー', '-', 'HSZ')]
[('基本雷エネルギー*ミジュマル', 'D', '基本エネルギー', '-', 'HSZ')]
[('エンブオー*だいもんじ', 'D', '炎', '008/034', 'HSZ')]
[('ポケモンいれかえ*ポカブHSZ', 'D', 'グッズ', '032/034', 'HSZ')]
[('基本炎エネルギー*ポカブ2', 'D', '基本エネルギー', '-', 'HSZ')]
[('基本闘エネルギー*ポカブ5', 'D', '基本エネルギー', '-', 'HSZ')]
[('ジャローダ', 'D', '草', '004/034', 'HSZ')]
[('きずぐすり*ツタージャHSZ', 'D', 'グッズ', '031/034', 'HSZ')]
[('ポケモンいれかえ:ツタージャHSZ', 'D', 'グッズ', '032/034', 'HSZ')]
[('基本草エネルギー*ツタージャ3', 'D', '基本エネルギー', '-', 'HSZ')]
[('基本超エネルギー*ツタージャ6', 'D', '基本エネルギー', '-', 'HSZ')]
[('エネルギー転送:ビリジオン', 'D', 'グッズ', '008/014', 'BK-l')]
[('スーパーボール:ビリジオン', 'D', 'グッズ', '009/014', 'BK-l')]
[('ビリジオン', 'D', '草', '013/014', 'BK-l')]
[('ベル:ビリジオン', 'D', 'サポート', '014/014', 'BK-l')]
[('エネルギー転送:テラキオン', 'D', 'グッズ', '008/014', 'BK-o')]
[('スーパーボール:テラキオン', 'D', 'グッズ', '009/014', 'BK-o')]
[('ポケモンいれかえ:テラキオン', 'D', 'グッズ', '010/014', 'BK-o')]
[('テラキオン', 'D', '闘', '013/014', 'BK-o')]
[('ベル:テラキオン', 'D', 'サポート', '014/014', 'BK-o')]
[('ワシボン', 'D', '無', '007/014', 'BK-g')]
[('エネルギー転送:コバルオン', 'D', 'グッズ', '008/014', 'BK-g')]
[('スーパーボール:コバルオン', 'D', 'グッズ', '009/014', 'BK-g')]
[('コバルオン', 'D', '鋼', '013/014', 'BK-g')]
[('ベル:コバルオン', 'D', 'サポート', '014/014', 'BK-g')]
[('ビクティニ', 'D', '炎', '001/021', 'BTV')]
[('バオッキー', 'D', '炎', '003/021', 'BTV')]
[('エモンガ:キラ', 'D', '雷', '006/021', 'BTV')]
[('ビクティニ', 'D', '超', '009/021', 'BTV')]
[('デスカーン:キラ', 'D', '超', '011/021', 'BTV')]
[('タブンネ', 'D', '無', '014/021', 'BTV')]
[('スーパーボール', 'D', 'グッズ', '017/021', 'BTV')]
[('レシラムEX', 'D', '炎', '004/018', 'BKR')]
[('グレイシア', 'D', '水', '006/018', 'BKR')]
[('イーブイ', 'D', '無', '010/018', 'BKR')]
[('ランダムレシーバー', 'D', 'グッズ', '014/018', 'BKR')]
[('アララギ博士', 'D', 'サポート', '015/018', 'BKR')]
[('N', 'D', 'サポート', '016/018', 'BKR')]
[('ゼクロムEX', 'D', '雷', '009/018', 'BKZ')]
[('ランダムレシーバー', 'D', 'グッズ', '014/018', 'BKZ')]
[('アララギ博士', 'D', 'サポート', '015/018', 'BKZ')]
[('N', 'D', 'サポート', '016/018', 'BKZ')]
[('トルネロス', 'D', '無', '014/020', 'BGS')]
[('エネルギー転送:トルネロス', 'D', 'グッズ', '015/020', 'BGS')]
[('スーパーボール:トルネロス', 'D', 'グッズ', '016/020', 'BGS')]
[('ポケモンいれかえ:トルネロス', 'D', 'グッズ', '017/020', 'BGS')]
[('ボルトロス', 'D', '雷', '006/020', 'BGS')]
[('エネルギー転送:ボルトロス', 'D', 'グッズ', '015/020', 'BGS')]
[('スーパーボール:ボルトロス', 'D', 'グッズ', '016/020', 'BGS')]
[('ポケモンいれかえ:ボルトロス', 'D', 'グッズ', '017/020', 'BGS')]
[('ヘルガー', 'D', '悪', '006/015', 'SZD')]
[('サザンドラ', 'D', 'ドラゴン', '009/015', 'SZD')]
[('レスキュースカーフ', 'D', 'グッズ', '012/015', 'SZD')]
[('アララギ博士', 'D', 'サポート', '013/015', 'SZD')]
[('ブレンドエネルギー', ':草炎超悪:通常(D', '特殊エネルギー', '015/015', 'SZD')]
[('ギャラドス', 'D', '水', '002/015', 'GBR')]
[('フカマル', 'D', 'ドラゴン', '005/015', 'GBR')]
[('ガバイト', 'D', 'ドラゴン', '006/015', 'GBR')]
[('ガブリアス', 'D', 'ドラゴン', '007/015', 'GBR')]
[('アララギ博士', 'D', 'サポート', '013/015', 'GBR')]
[('ブレンドエネルギー', '水雷闘鋼*通常(D', '特殊エネルギー', '015/015', 'GBR')]
[('ケルディオ', 'D', '水', '004/015', 'KLD')]
[('エネルギー転送', 'D', 'グッズ', '009/015', 'KLD')]
[('スーパーボール', 'D', 'グッズ', '010/015', 'KLD')]
[('ゴツゴツメット', 'D', 'グッズ', '012/015', 'KLD')]
[('しんかのきせき', 'D', 'グッズ', '013/015', 'KLD')]
[('ダストダス', 'D', '超', '004/017', 'PPD')]
[('ギギギアル', 'D', '鋼', '008/017', 'PPD')]
[('アクロママシーン', 'D', 'グッズ', '012/017', 'PPD')]
[('どくさいみん光線', 'D', 'グッズ', '013/017', 'PPD')]
[('アクロマ', 'D', 'サポート', '014/017', 'PPD')]
[('ミュウツーEX', 'D', '超', '014/046', 'MDB')]
[('サーナイト', 'D', '超', '017/046', 'MDB')]
[('ダークライEX', 'D', '悪', '021/046', 'MDB')]
[('レックウザEX', 'D', 'ドラゴン', '025/046', 'MDB')]
[('ダークパッチ', 'D', 'グッズ', '029/046', 'MDB')]
[('ヘビーボール', 'D', 'グッズ', '033/046', 'MDB')]
[('ランダムレシーバー', 'D', 'グッズ', '036/046', 'MDB')]
[('レベルボール', 'D', 'グッズ', '037/046', 'MDB')]
[('アララギ博士', 'D', 'サポート', '040/046', 'MDB')]
[('N', 'D', 'サポート', '041/046', 'MDB')]
[('ブレンドエネルギー', '草炎超悪(D', '特殊エネルギー', '045/046', 'MDB')]
[('ブレンドエネルギー', '水雷闘鋼(D', '特殊エネルギー', '046/046', 'MDB')]
[('ファイヤーEX', 'D', '炎', '001/018', 'BKW')]
[('ホワイトキュレムEX', 'D', 'ドラゴン', '008/018', 'BKW')]
[('ポケモンいれかえ', 'D', 'グッズ', '012/018', 'BKW')]
[('ランダムレシーバー', 'D', 'グッズ', '014/018', 'BKW')]
[('アララギ博士', 'D', 'サポート', '015/018', 'BKW')]
[('サンダーEX', 'D', '雷', '007/018', 'BKB')]
[('ブラックキュレムEX', 'D', 'ドラゴン', '008/018', 'BKB')]
[('ポケモンいれかえ', 'D', 'グッズ', '012/018', 'BKB')]
[('ランダムレシーバー', 'D', 'グッズ', '014/018', 'BKB')]
[('アララギ博士', 'D', 'サポート', '015/018', 'BKB')]
[('ギラティナ', 'D', '超', '002/016', 'PBG')]
[('ダークライ', 'D', '悪', '005/016', 'PBG')]
[('アクロママシーン', 'D', 'グッズ', '009/016', 'PBG')]
[('どくさいみん光線', 'D', 'グッズ', '010/016', 'PBG')]
[('アクロマ', 'D', 'サポート', '012/016', 'PBG')]
[('ゲーチス', 'D', 'サポート', '013/016', 'PBG')]
[('ビリジオン', 'D', '草', '005/047', 'WAK')]
[('マコモのお手伝い*ビリジオン', 'D', 'サポート', '047/047', 'WAK')]
[('ビクティニ', 'D', '炎', '008/047', 'WAK')]
[('マコモのお手伝い*ビクティニ', 'D', 'サポート', '047/047', 'WAK')]
[('ケルディオ', 'D', '水', '015/047', 'WAK')]
[('ピカチュウ', 'D', '雷', '016/047', 'WAK')]
[('メロエッタ', 'D', '超', '025/047', 'WAK')]
[('マコモのお手伝い*メロエッタ', 'D', 'サポート', '047/047', 'WAK')]
[('テラキオン', 'D', '闘', '030/047', 'WAK')]
[('ポケモンいれかえ*テラキオン', 'D', 'グッズ', '043/047', 'WAK')]
[('ゾロアーク', 'D', '悪', '035/047', 'WAK')]
[('コバルオン', 'D', '鋼', '040/047', 'WAK')]
[('ポケモンいれかえ*コバルオン', 'D', 'グッズ', '043/047', 'WAK')]
[('マコモのお手伝い*コバルオン', 'D', 'サポート', '047/047', 'WAK')]
[('カメックス:キラ', 'D', '水', '003/018', 'KK')]
[('カメックス:ノンキラ', 'D', '水', '003/018', 'KK')]
[('キュレムEX:キラ', 'D', '水', '006/018', 'KK')]
[('キュレムEX:ノンキラ', 'D', '水', '006/018', 'KK')]
[('エネルギー回収', 'D', 'グッズ', '008/018', 'KK')]
[('ポケモンいれかえ', 'D', 'グッズ', '011/018', 'KK')]
[('ランダムレシーバー', 'D', 'グッズ', '013/018', 'KK')]
[('アララギ博士', 'D', 'サポート', '014/018', 'KK')]
[('マスターボール', 'D', 'グッズ', '017/018', 'KK')]
[('ゲノセクト', 'D', '草', '008/016', 'MG')]
[('エネルギーつけかえ', 'D', 'グッズ', '009/016', 'MG')]
[('スーパーボール*ゲノセクト', 'D', 'グッズ', '010/016', 'MG')]
[('ポケモンいれかえ*ゲノセクト', 'D', 'グッズ', '011/016', 'MG')]
[('ミュウツー', 'D', '超', '001/016', 'MG')]
[('スーパーボール*ミュウツー', 'D', 'グッズ', '010/016', 'MG')]
[('ポケモンいれかえ*ミュウツー', 'D', 'グッズ', '011/016', 'MG')]
[('ツタージャ', 'D', '草', '001/009', 'CS')]
[('ムンナ', 'D', '超', '002/009', 'CS')]
[('ギアル', 'D', '鋼', '003/009', 'CS')]
[('ポカブ', 'D', '炎', '004/009', 'CS')]
[('シママ', 'D', '雷', '005/009', 'CS')]
[('マメパト', 'D', '無', '006/009', 'CS')]
[('ミジュマル', 'D', '水', '007/009', 'CS')]
[('メグロコ', 'D', '闘', '008/009', 'CS')]
[('ゾロア', 'D', '悪', '009/009', 'CS')]
[('ゾロアーク', 'PROMO', '悪', '007/BW-P', 'BW-P')]
[('ヤナップ', 'PROMO', '草', '001/BW-P', 'BW-P')]
[('マメパト', 'PROMO', '無', '002/BW-P', 'BW-P')]
[('キバゴ', 'PROMO', '無', '003/BW-P', 'BW-P')]
[('ヤナップ', 'PROMO', '草', '004/BW-P', 'BW-P')]
[('マメパト', 'PROMO', '無', '005/BW-P', 'BW-P')]
[('キバゴ', 'PROMO', '無', '006/BW-P', 'BW-P')]
[('コアルヒー', 'PROMO', '水', '008/BW-P', 'BW-P')]
[('ヒトモシ', 'PROMO', '超', '009/BW-P', 'BW-P')]
[('ギガイアス', 'PROMO', '闘', '010/BW-P', 'BW-P')]
[('ミネズミ', 'PROMO', '無', '011/BW-P', 'BW-P')]
[('アララギ博士', 'PROMO', 'サポート', '012/BW-P', 'BW-P')]
[('チェレン', 'PROMO', 'サポート', '013/BW-P', 'BW-P')]
[('基本炎エネルギー:ジムチャレンジ通常', 'PROMO', '基本エネルギー', '014/BW-P', 'BW-P')]
[('基本雷エネルギー:ジムチャレンジ通常', 'PROMO', '基本エネルギー', '015/BW-P', 'BW-P')]
[('基本闘エネルギー:ジムチャレンジ通常', 'PROMO', '基本エネルギー', '016/BW-P', 'BW-P')]
[('基本悪エネルギー:ジムチャレンジ通常', 'PROMO', '基本エネルギー', '017/BW-P', 'BW-P')]
[('ツタージャ', 'PROMO', '草', '018/BW-P', 'BW-P')]
[('ポカブ', 'PROMO', '炎', '019/BW-P', 'BW-P')]
[('ミジュマル', 'PROMO', '水', '020/BW-P', 'BW-P')]
[('ゾロア', 'PROMO', '悪', '021/BW-P', 'BW-P')]
[('チラーミィ', 'PROMO', '無', '022/BW-P', 'BW-P')]
[('ポケモン図鑑', 'PROMO', 'グッズ', '023/BW-P', 'BW-P')]
[('ゾロアーク', 'PROMO', '悪', '024/BW-P', 'BW-P')]
[('ゾロア', 'PROMO', '悪', '032/BW-P', 'BW-P')]
[('基本悪エネルギー*はじめて大会', 'PROMO', '基本エネルギー', '033/BW-P', 'BW-P')]
[('ツタージャ', 'PROMO', '草', '034/BW-P', 'BW-P')]
[('コバルオン', 'PROMO', '鋼', '037/BW-P', 'BW-P')]
[('テラキオン', 'PROMO', '闘', '038/BW-P', 'BW-P')]
[('ビリジオン', 'PROMO', '草', '039/BW-P', 'BW-P')]
[('ナゲキ', 'PROMO', '闘', '040/BW-P', 'BW-P')]
[('ダゲキ', 'PROMO', '闘', '041/BW-P', 'BW-P')]
[('ツタージャ', 'PROMO', '草', '042/BW-P', 'BW-P')]
[('ポカブ', 'PROMO', '炎', '043/BW-P', 'BW-P')]
[('ミジュマル', 'PROMO', '水', '044/BW-P', 'BW-P')]
[('ギギギアル', 'PROMO', '鋼', '045/BW-P', 'BW-P')]
[('ゴルーグ', 'PROMO', '闘', '046/BW-P', 'BW-P')]
[('ランドロス', 'PROMO', '闘', '047/BW-P', 'BW-P')]
[('ダルマッカ', 'PROMO', '炎', '048/BW-P', 'BW-P')]
[('ズルッグ', 'PROMO', '悪', '049/BW-P', 'BW-P')]
[('キバゴ', 'PROMO', '無', '050/BW-P', 'BW-P')]
[('レシラム', 'PROMO', '炎', '051/BW-P', 'BW-P')]
[('ゼクロム', 'PROMO', '雷', '052/BW-P', 'BW-P')]
[('ツンベアー', 'PROMO', '水', '053/BW-P', 'BW-P')]
[('ゼブライカ', 'PROMO', '雷', '054/BW-P', 'BW-P')]
[('ゴチルゼル', 'PROMO', '超', '055/BW-P', 'BW-P')]
[('ランクルス', 'PROMO', '超', '056/BW-P', 'BW-P')]
[('ヤナッキー', 'PROMO', '草', '057/BW-P', 'BW-P')]
[('バオッキー', 'PROMO', '炎', '058/BW-P', 'BW-P')]
[('ヒヤッキー', 'PROMO', '水', '059/BW-P', 'BW-P')]
[('基本草エネルギー*レッドコレクション', 'PROMO', '基本エネルギー', '071/BW-P', 'BW-P')]
